watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch_with_breakout,5,6282,康舒,TSE,"pre_breakout_watch,stable,daytrade,overnight,weekly","B,B,B,B,B",97.1,92.4,60.7,62.22,60.34,1322.0,2.17,5.38,4761,"above_open,hot_theme,near_day_high,strong_momentum,theme:hot_ai_power_energy,theme_breadth,theme_holds_open,theme_strong_peers"
core_watch,3,2359,所羅門,TSE,"stable,overnight,weekly","B,B,B",96.3,91.3,148.0,155.4,145.78,6674.0,2.17,7.25,1470,"above_open,hot_theme,near_day_high,theme:hot_robotics_automation,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,2464,盟立,TSE,"daytrade,overnight,weekly","B,B,B",95.4,92.5,170.5,174.76,169.48,3703.0,2.17,5.57,2011,"above_open,hot_theme,near_day_high,theme:hot_robotics_automation,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,5351,鈺創,OTC,"daytrade,overnight,weekly","A,A,A",93.7,84.9,99.6,102.09,99.0,2164.0,2.17,1.43,13529,"above_ma10,above_ma5,five_day_price_up,hot_theme,short_trend_up,theme:hot_memory_hbm,theme_avg_up,theme_breadth,theme_strong_peers,theme_volume"
core_watch_strong,3,5371,中光電,OTC,"daytrade,overnight,weekly","A,A,A",91.4,91.2,97.4,99.83,96.82,2112.0,2.17,4.51,7049,"above_open,near_day_high,strong_momentum,theme:panel,theme_avg_up,theme_breadth,theme_holds_open,theme_volume"
core_watch_strong,3,3481,群創,TSE,"daytrade,overnight,weekly","A,A,A",87.8,83.8,66.5,68.16,66.1,1443.0,2.16,1.84,51883,"above_ma20,above_ma5,above_open,theme:panel,theme_avg_up,theme_breadth,theme_holds_open,theme_volume"
core_watch_strong,3,2344,華邦電,TSE,"daytrade,overnight,weekly","A,A,A",85.8,83.8,180.5,185.01,179.42,3920.0,2.17,2.27,29436,"above_ma5,hot_theme,theme:hot_memory_hbm,theme_avg_up,theme_breadth,theme_strong_peers,theme_volume"
core_watch,3,1301,台塑,TSE,"daytrade,overnight,weekly","B,A,A",79.4,78.1,59.3,60.78,58.94,1286.0,2.16,8.21,13293,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up,strong_momentum"
core_watch,3,1802,台玻,TSE,"daytrade,overnight,weekly","A,A,B",78.6,75.0,68.8,70.52,68.39,1495.0,2.17,5.85,12172,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,near_day_high,strong_momentum"
core_watch,3,3707,漢磊,OTC,"daytrade,overnight,weekly","A,A,B",78.6,75.0,86.9,89.07,86.38,1886.0,2.16,9.31,8425,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,near_day_high,strong_momentum"
core_watch,3,6505,台塑化,TSE,"daytrade,overnight,weekly","B,B,B",77.7,77.5,62.3,63.86,61.93,1356.0,2.16,5.95,6278,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,2337,旺宏,TSE,"daytrade,overnight,weekly","B,B,B",76.8,74.0,145.5,149.14,144.63,3164.0,2.17,1.39,8827,"above_ma5,five_day_price_up,hot_theme,theme:hot_memory_hbm,theme_avg_up,theme_breadth,theme_strong_peers,theme_volume"
core_watch,3,2881,富邦金,TSE,"pre_breakout,daytrade,overnight","B,B,B",74.5,72.5,126.0,129.15,125.24,2738.0,2.29,1.2,1511,"above_ma5,above_open,near_day_high,open_above_ma5,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_volume"
core_watch,3,2340,台亞,TSE,"daytrade,overnight,weekly","B,B,B",71.7,70.0,38.7,39.67,38.47,843.0,2.17,6.03,2036,"above_ma10,above_ma20,above_ma5,above_open,ma5_gt_ma10,short_trend_up"
priority_watch,2,2353,宏碁,TSE,"pre_breakout,pre_breakout_watch","B,B",88.7,84.1,32.95,35.09,32.29,1977.0,2.43,1.38,3070,"above_open,hot_theme,theme:hot_ai_server_supply_chain,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
priority_watch,2,1605,華新,TSE,"overnight,weekly","B,B",77.5,77.5,35.1,36.86,34.57,1588.0,2.17,2.03,1436,"above_open,hot_theme,theme:hot_ai_power_energy,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
priority_watch,2,2885,元大金,TSE,"overnight,weekly","B,B",77.5,73.8,69.5,72.98,68.46,3139.0,2.16,1.76,2530,"above_ma10,above_ma5,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,theme:finance,theme_breadth,theme_holds_open,theme_mild_up"
priority_watch,2,2312,金寶,TSE,"overnight,weekly","B,B",76.2,75.0,35.55,37.33,35.02,1606.0,2.16,4.56,5416,"above_ma10,above_ma20,above_ma5,above_open,ma5_gt_ma10,short_trend_up,strong_momentum"
priority_watch,2,2890,永豐金,TSE,"overnight,weekly","B,B",74.3,71.2,41.1,43.16,40.48,1858.0,2.17,1.61,4650,"above_ma10,above_ma20,five_day_price_up,ma5_gt_ma10,ma_alignment,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_volume"
priority_watch,2,3033,威健,TSE,"overnight,weekly","B,B",73.8,73.8,53.5,56.18,52.7,2418.0,2.16,7.86,8657,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
priority_watch,2,3149,正達,TSE,"daytrade,overnight","B,B",72.5,72.5,94.8,97.17,94.23,2060.0,2.3,5.92,3599,"above_ma10,above_ma5,above_open,daily_close_near_high,near_day_high,strong_momentum"
priority_watch,2,2324,仁寶,TSE,"overnight,weekly","B,B",71.8,71.2,37.45,39.32,36.89,1686.0,2.18,2.32,15761,"above_ma10,above_ma20,above_ma5,five_day_price_up,ma5_gt_ma10,short_trend_up"
priority_watch,2,2883,凱基金,TSE,"pre_breakout_watch,stable","B,B",70.6,70.5,30.5,32.33,29.89,1679.0,2.24,1.5,4686,"above_open,near_day_high,open_above_ma5,stable_short_trend,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_volume"
priority_watch,2,6265,方土昶,OTC,"overnight,weekly","B,B",70.0,70.0,55.5,58.28,54.67,2508.0,2.17,5.31,1387,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,short_trend_up"
